Codigo,Denominacion,Costo,umcompra,CategoriaId,descripcion
797,Ventana Corrediza 4 hojas,0.0000,Unidad,90,
798,Ventana Corrediza 2 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
799,Ventana Corrediza 3 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
800,Ventana Corrediza 4 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
801,Ventana de Rebatir 1 hoja,0.0000,Unidad,90,
802,Ventana de Rebatir 2 hojas,0.0000,Unidad,90,
803,Ventana de Rebatir 3 hojas,0.0000,Unidad,90,
804,Ventana de Rebatir 4 hojas,0.0000,Unidad,90,
805,Ventana de Rebatir 1 hoja c/ Vidrio Repartido,0.0000,Unidad,90,
806,Ventana de Rebatir 2 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
807,Ventana de Rebatir 3 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
808,Ventana de Rebatir 4 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
809,Ventana Guillotina,0.0000,Unidad,90,
810,Ventana Guillotina c/ Vidrio Repartido,0.0000,Unidad,90,
811,Ventana Oscilobatiente,0.0000,Unidad,90,
812,Ventana Oscilobatiente c/ Vidrio Repartido,0.0000,Unidad,90,
813,Ventiluz,0.0000,Unidad,90,
814,Banderola,0.0000,Unidad,90,
815,Puerta Corrediza 2 hojas,0.0000,Unidad,90,
816,Puerta Corrediza 3 hojas,0.0000,Unidad,90,
817,Puerta Corrediza 4 hojas,0.0000,Unidad,90,
818,Puerta Corrediza 2 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
819,Puerta Corrediza 3 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
820,Puerta Corrediza 4 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
821,Puerta de Rebatir 1 hoja,0.0000,Unidad,90,
822,Puerta de Rebatir 2 hojas,0.0000,Unidad,90,
823,Puerta de Rebatir 1 hoja c/ Vidrio Repartido,0.0000,Unidad,90,
824,Puerta de Rebatir 2 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
825,Marco Solo para Puerta Placa,0.0000,Unidad,90,
826,Celosía Corrediza,0.0000,Unidad,90,
827,Celosía de Rebatir,0.0000,Unidad,90,
828,Persiana de Enrollar,0.0000,Unidad,90,
829,Mosquitero Fijo,0.0000,Unidad,90,
830,Mosquitero Corredizo,0.0000,Unidad,90,
831,Mosquitero de Rebatir,0.0000,Unidad,90,
832,Mosquitero de Enrollar,0.0000,Unidad,90,
833,Mosquitero Plisado,0.0000,Unidad,90,
834,Premarco,0.0000,Unidad,90,
835,Tapajuntas,0.0000,Unidad,90,
836,Caño Estructural,0.0000,Unidad,91,
837,Hierro Angulo,0.0000,Unidad,92,
838,Planchuela,0.0000,Unidad,93,
839,Tubo Redondo Estructural,0.0000,Unidad,94,
840,Hierro Liso,0.0000,Unidad,95,
841,Hierro Torsionado,0.0000,Unidad,96,
